date,difficultyBtc
2012-05-12,1733208.0
2012-05-13,1733208.0
2012-05-14,1733208.0
2012-05-15,1733208.0
2012-05-16,1733208.0
2012-05-17,1733208.0
2012-05-18,1733208.0
2012-05-19,1733208.0
2012-05-20,1733208.0
2012-05-21,1733208.0
2012-05-22,1733208.0
2012-05-23,1733208.0
2012-05-24,1591075.0
2012-05-25,1591075.0
2012-05-26,1591075.0
2012-05-27,1591075.0
2012-05-28,1591075.0
2012-05-29,1591075.0
2012-05-30,1591075.0
2012-05-31,1591075.0
2012-06-01,1591075.0
2012-06-02,1591075.0
2012-06-03,1591075.0
2012-06-04,1591075.0
2012-06-05,1591075.0
2012-06-06,1591075.0
2012-06-07,1583178.0
2012-06-08,1583178.0
2012-06-09,1583178.0
2012-06-10,1583178.0
2012-06-11,1583178.0
2012-06-12,1583178.0
2012-06-13,1583178.0
2012-06-14,1583178.0
2012-06-15,1583178.0
2012-06-16,1583178.0
2012-06-17,1583178.0
2012-06-18,1583178.0
2012-06-19,1583178.0
2012-06-20,1726567.0
2012-06-21,1726567.0
2012-06-22,1726567.0
2012-06-23,1726567.0
2012-06-24,1726567.0
2012-06-25,1726567.0
2012-06-26,1726567.0
2012-06-27,1726567.0
2012-06-28,1726567.0
2012-06-29,1726567.0
2012-06-30,1726567.0
2012-07-01,1726567.0
2012-07-02,1726567.0
2012-07-03,1726567.0
2012-07-04,1751455.0
2012-07-05,1751455.0
2012-07-06,1751455.0
2012-07-07,1751455.0
2012-07-08,1751455.0
2012-07-09,1751455.0
2012-07-10,1751455.0
2012-07-11,1751455.0
2012-07-12,1751455.0
2012-07-13,1751455.0
2012-07-14,1751455.0
2012-07-15,1751455.0
2012-07-16,1751455.0
2012-07-17,1866391.0
2012-07-18,1866391.0
2012-07-19,1866391.0
2012-07-20,1866391.0
2012-07-21,1866391.0
2012-07-22,1866391.0
2012-07-23,1866391.0
2012-07-24,1866391.0
2012-07-25,1866391.0
2012-07-26,1866391.0
2012-07-27,1866391.0
2012-07-28,1866391.0
2012-07-29,1866391.0
2012-07-30,2036671.0
2012-07-31,2036671.0
2012-08-01,2036671.0
2012-08-02,2036671.0
2012-08-03,2036671.0
2012-08-04,2036671.0
2012-08-05,2036671.0
2012-08-06,2036671.0
2012-08-07,2036671.0
2012-08-08,2036671.0
2012-08-09,2036671.0
2012-08-10,2036671.0
2012-08-11,2036671.0
2012-08-12,2190866.0
2012-08-13,2190866.0
2012-08-14,2190866.0
2012-08-15,2190866.0
2012-08-16,2190866.0
2012-08-17,2190866.0
2012-08-18,2190866.0
2012-08-19,2190866.0
2012-08-20,2190866.0
2012-08-21,2190866.0
2012-08-22,2190866.0
2012-08-23,2190866.0
2012-08-24,2190866.0
2012-08-25,2440643.0
2012-08-26,2440643.0
2012-08-27,2440643.0
2012-08-28,2440643.0
2012-08-29,2440643.0
2012-08-30,2440643.0
2012-08-31,2440643.0
2012-09-01,2440643.0
2012-09-02,2440643.0
2012-09-03,2440643.0
2012-09-04,2440643.0
2012-09-05,2440643.0
2012-09-06,2694048.0
2012-09-07,2694048.0
2012-09-08,2694048.0
2012-09-09,2694048.0
2012-09-10,2694048.0
2012-09-11,2694048.0
2012-09-12,2694048.0
2012-09-13,2694048.0
2012-09-14,2694048.0
2012-09-15,2694048.0
2012-09-16,2694048.0
2012-09-17,2694048.0
2012-09-18,2694048.0
2012-09-19,2864141.0
2012-09-20,2864141.0
2012-09-21,2864141.0
2012-09-22,2864141.0
2012-09-23,2864141.0
2012-09-24,2864141.0
2012-09-25,2864141.0
2012-09-26,2864141.0
2012-09-27,2864141.0
2012-09-28,2864141.0
2012-09-29,2864141.0
2012-09-30,2864141.0
2012-10-01,2864141.0
2012-10-02,2864141.0
2012-10-03,3054628.0
2012-10-04,3054628.0
2012-10-05,3054628.0
2012-10-06,3054628.0
2012-10-07,3054628.0
2012-10-08,3054628.0
2012-10-09,3054628.0
2012-10-10,3054628.0
2012-10-11,3054628.0
2012-10-12,3054628.0
2012-10-13,3054628.0
2012-10-14,3054628.0
2012-10-15,3054628.0
2012-10-16,3072322.0
2012-10-17,3072322.0
2012-10-18,3072322.0
2012-10-19,3072322.0
2012-10-20,3072322.0
2012-10-21,3072322.0
2012-10-22,3072322.0
2012-10-23,3072322.0
2012-10-24,3072322.0
2012-10-25,3072322.0
2012-10-26,3072322.0
2012-10-27,3072322.0
2012-10-28,3072322.0
2012-10-29,3304356.0
2012-10-30,3304356.0
2012-10-31,3304356.0
2012-11-01,3304356.0
2012-11-02,3304356.0
2012-11-03,3304356.0
2012-11-04,3304356.0
2012-11-05,3304356.0
2012-11-06,3304356.0
2012-11-07,3304356.0
2012-11-08,3304356.0
2012-11-09,3304356.0
2012-11-10,3304356.0
2012-11-11,3304356.0
2012-11-12,3368767.0
2012-11-13,3368767.0
2012-11-14,3368767.0
2012-11-15,3368767.0
2012-11-16,3368767.0
2012-11-17,3368767.0
2012-11-18,3368767.0
2012-11-19,3368767.0
2012-11-20,3368767.0
2012-11-21,3368767.0
2012-11-22,3368767.0
2012-11-23,3368767.0
2012-11-24,3368767.0
2012-11-25,3368767.0
2012-11-26,3438909.0
2012-11-27,3438909.0
2012-11-28,3438909.0
2012-11-29,3438909.0
2012-11-30,3438909.0
2012-12-01,3438909.0
2012-12-02,3438909.0
2012-12-03,3438909.0
2012-12-04,3438909.0
2012-12-05,3438909.0
2012-12-06,3438909.0
2012-12-07,3438909.0
2012-12-08,3438909.0
2012-12-09,3438909.0
2012-12-10,3370182.0
2012-12-11,3370182.0
2012-12-12,3370182.0
2012-12-13,3370182.0
2012-12-14,3370182.0
2012-12-15,3370182.0
2012-12-16,3370182.0
2012-12-17,3370182.0
2012-12-18,3370182.0
2012-12-19,3370182.0
2012-12-20,3370182.0
2012-12-21,3370182.0
2012-12-22,3370182.0
2012-12-23,3370182.0
2012-12-24,3370182.0
2012-12-25,3370182.0
2012-12-26,2979637.0
2012-12-27,2979637.0
2012-12-28,2979637.0
2012-12-29,2979637.0
2012-12-30,2979637.0
2012-12-31,2979637.0
2013-01-01,2979637.0
2013-01-02,2979637.0
2013-01-03,2979637.0
2013-01-04,2979637.0
2013-01-05,2979637.0
2013-01-06,2979637.0
2013-01-07,2979637.0
2013-01-08,3249550.0
2013-01-09,3249550.0
2013-01-10,3249550.0
2013-01-11,3249550.0
2013-01-12,3249550.0
2013-01-13,3249550.0
2013-01-14,3249550.0
2013-01-15,3249550.0
2013-01-16,3249550.0
2013-01-17,3249550.0
2013-01-18,3249550.0
2013-01-19,3249550.0
2013-01-20,3249550.0
2013-01-21,3249550.0
2013-01-22,3249550.0
2013-01-23,2968775.0
2013-01-24,2968775.0
2013-01-25,2968775.0
2013-01-26,2968775.0
2013-01-27,2968775.0
2013-01-28,2968775.0
2013-01-29,2968775.0
2013-01-30,2968775.0
2013-01-31,2968775.0
2013-02-01,2968775.0
2013-02-02,2968775.0
2013-02-03,2968775.0
2013-02-04,2968775.0
2013-02-05,3275465.0
2013-02-06,3275465.0
2013-02-07,3275465.0
2013-02-08,3275465.0
2013-02-09,3275465.0
2013-02-10,3275465.0
2013-02-11,3275465.0
2013-02-12,3275465.0
2013-02-13,3275465.0
2013-02-14,3275465.0
2013-02-15,3275465.0
2013-02-16,3275465.0
2013-02-17,3275465.0
2013-02-18,3651012.0
2013-02-19,3651012.0
2013-02-20,3651012.0
2013-02-21,3651012.0
2013-02-22,3651012.0
2013-02-23,3651012.0
2013-02-24,3651012.0
2013-02-25,3651012.0
2013-02-26,3651012.0
2013-02-27,3651012.0
2013-02-28,3651012.0
2013-03-01,4367876.0
2013-03-02,4367876.0
2013-03-03,4367876.0
2013-03-04,4367876.0
2013-03-05,4367876.0
2013-03-06,4367876.0
2013-03-07,4367876.0
2013-03-08,4367876.0
2013-03-09,4367876.0
2013-03-10,4367876.0
2013-03-11,4367876.0
2013-03-12,4367876.0
2013-03-13,4367876.0
2013-03-14,4847647.0
2013-03-15,4847647.0
2013-03-16,4847647.0
2013-03-17,4847647.0
2013-03-18,4847647.0
2013-03-19,4847647.0
2013-03-20,4847647.0
2013-03-21,4847647.0
2013-03-22,4847647.0
2013-03-23,4847647.0
2013-03-24,6695826.0
2013-03-25,6695826.0
2013-03-26,6695826.0
2013-03-27,6695826.0
2013-03-28,6695826.0
2013-03-29,6695826.0
2013-03-30,6695826.0
2013-03-31,6695826.0
2013-04-01,6695826.0
2013-04-02,6695826.0
2013-04-03,6695826.0
2013-04-04,6695826.0
2013-04-05,7673000.0
2013-04-06,7673000.0
2013-04-07,7673000.0
2013-04-08,7673000.0
2013-04-09,7673000.0
2013-04-10,7673000.0
2013-04-11,7673000.0
2013-04-12,7673000.0
2013-04-13,7673000.0
2013-04-14,7673000.0
2013-04-15,7673000.0
2013-04-16,7673000.0
2013-04-17,8974296.0
2013-04-18,8974296.0
2013-04-19,8974296.0
2013-04-20,8974296.0
2013-04-21,8974296.0
2013-04-22,8974296.0
2013-04-23,8974296.0
2013-04-24,8974296.0
2013-04-25,8974296.0
2013-04-26,8974296.0
2013-04-27,8974296.0
2013-04-28,8974296.0
2013-04-29,8974296.0
2013-04-30,10076293.0
2013-05-01,10076293.0
2013-05-02,10076293.0
2013-05-03,10076293.0
2013-05-04,10076293.0
2013-05-05,10076293.0
2013-05-06,10076293.0
2013-05-07,10076293.0
2013-05-08,10076293.0
2013-05-09,10076293.0
2013-05-10,10076293.0
2013-05-11,10076293.0
2013-05-12,11187257.0
2013-05-13,11187257.0
2013-05-14,11187257.0
2013-05-15,11187257.0
2013-05-16,11187257.0
2013-05-17,11187257.0
2013-05-18,11187257.0
2013-05-19,11187257.0
2013-05-20,11187257.0
2013-05-21,11187257.0
2013-05-22,11187257.0
2013-05-23,11187257.0
2013-05-24,11187257.0
2013-05-25,12153412.0
2013-05-26,12153412.0
2013-05-27,12153412.0
2013-05-28,12153412.0
2013-05-29,12153412.0
2013-05-30,12153412.0
2013-05-31,12153412.0
2013-06-01,12153412.0
2013-06-02,12153412.0
2013-06-03,12153412.0
2013-06-04,12153412.0
2013-06-05,15605633.0
2013-06-06,15605633.0
2013-06-07,15605633.0
2013-06-08,15605633.0
2013-06-09,15605633.0
2013-06-10,15605633.0
2013-06-11,15605633.0
2013-06-12,15605633.0
2013-06-13,15605633.0
2013-06-14,15605633.0
2013-06-15,15605633.0
2013-06-16,19339258.0
2013-06-17,19339258.0
2013-06-18,19339258.0
2013-06-19,19339258.0
2013-06-20,19339258.0
2013-06-21,19339258.0
2013-06-22,19339258.0
2013-06-23,19339258.0
2013-06-24,19339258.0
2013-06-25,19339258.0
2013-06-26,19339258.0
2013-06-27,19339258.0
2013-06-28,19339258.0
2013-06-29,21335329.0
2013-06-30,21335329.0
2013-07-01,21335329.0
2013-07-02,21335329.0
2013-07-03,21335329.0
2013-07-04,21335329.0
2013-07-05,21335329.0
2013-07-06,21335329.0
2013-07-07,21335329.0
2013-07-08,21335329.0
2013-07-09,21335329.0
2013-07-10,26162876.0
2013-07-11,26162876.0
2013-07-12,26162876.0
2013-07-13,26162876.0
2013-07-14,26162876.0
2013-07-15,26162876.0
2013-07-16,26162876.0
2013-07-17,26162876.0
2013-07-18,26162876.0
2013-07-19,26162876.0
2013-07-20,26162876.0
2013-07-21,26162876.0
2013-07-22,31256961.0
2013-07-23,31256961.0
2013-07-24,31256961.0
2013-07-25,31256961.0
2013-07-26,31256961.0
2013-07-27,31256961.0
2013-07-28,31256961.0
2013-07-29,31256961.0
2013-07-30,31256961.0
2013-07-31,31256961.0
2013-08-01,31256961.0
2013-08-02,31256961.0
2013-08-03,37392766.0
2013-08-04,37392766.0
2013-08-05,37392766.0
2013-08-06,37392766.0
2013-08-07,37392766.0
2013-08-08,37392766.0
2013-08-09,37392766.0
2013-08-10,37392766.0
2013-08-11,37392766.0
2013-08-12,37392766.0
2013-08-13,50810339.0
2013-08-14,50810339.0
2013-08-15,50810339.0
2013-08-16,50810339.0
2013-08-17,50810339.0
2013-08-18,50810339.0
2013-08-19,50810339.0
2013-08-20,50810339.0
2013-08-21,50810339.0
2013-08-22,50810339.0
2013-08-23,50810339.0
2013-08-24,65750060.0
2013-08-25,65750060.0
2013-08-26,65750060.0
2013-08-27,65750060.0
2013-08-28,65750060.0
2013-08-29,65750060.0
2013-08-30,65750060.0
2013-08-31,65750060.0
2013-09-01,65750060.0
2013-09-02,65750060.0
2013-09-03,65750060.0
2013-09-04,86933018.0
2013-09-05,86933018.0
2013-09-06,86933018.0
2013-09-07,86933018.0
2013-09-08,86933018.0
2013-09-09,86933018.0
2013-09-10,86933018.0
2013-09-11,86933018.0
2013-09-12,86933018.0
2013-09-13,86933018.0
2013-09-14,112628549.0
2013-09-15,112628549.0
2013-09-16,112628549.0
2013-09-17,112628549.0
2013-09-18,112628549.0
2013-09-19,112628549.0
2013-09-20,112628549.0
2013-09-21,112628549.0
2013-09-22,112628549.0
2013-09-23,112628549.0
2013-09-24,112628549.0
2013-09-25,148819200.0
2013-09-26,148819200.0
2013-09-27,148819200.0
2013-09-28,148819200.0
2013-09-29,148819200.0
2013-09-30,148819200.0
2013-10-01,148819200.0
2013-10-02,148819200.0
2013-10-03,148819200.0
2013-10-04,148819200.0
2013-10-05,148819200.0
2013-10-06,189281249.0
2013-10-07,189281249.0
2013-10-08,189281249.0
2013-10-09,189281249.0
2013-10-10,189281249.0
2013-10-11,189281249.0
2013-10-12,189281249.0
2013-10-13,189281249.0
2013-10-14,189281249.0
2013-10-15,189281249.0
2013-10-16,267731249.0
2013-10-17,267731249.0
2013-10-18,267731249.0
2013-10-19,267731249.0
2013-10-20,267731249.0
2013-10-21,267731249.0
2013-10-22,267731249.0
2013-10-23,267731249.0
2013-10-24,267731249.0
2013-10-25,267731249.0
2013-10-26,390928788.0
2013-10-27,390928788.0
2013-10-28,390928788.0
2013-10-29,390928788.0
2013-10-30,390928788.0
2013-10-31,390928788.0
2013-11-01,390928788.0
2013-11-02,390928788.0
2013-11-03,390928788.0
2013-11-04,390928788.0
2013-11-05,510929738.0
2013-11-06,510929738.0
2013-11-07,510929738.0
2013-11-08,510929738.0
2013-11-09,510929738.0
2013-11-10,510929738.0
2013-11-11,510929738.0
2013-11-12,510929738.0
2013-11-13,510929738.0
2013-11-14,510929738.0
2013-11-15,510929738.0
2013-11-16,510929738.0
2013-11-17,609482680.0
2013-11-18,609482680.0
2013-11-19,609482680.0
2013-11-20,609482680.0
2013-11-21,609482680.0
2013-11-22,609482680.0
2013-11-23,609482680.0
2013-11-24,609482680.0
2013-11-25,609482680.0
2013-11-26,609482680.0
2013-11-27,609482680.0
2013-11-28,609482680.0
2013-11-29,707408283.0
2013-11-30,707408283.0
2013-12-01,707408283.0
2013-12-02,707408283.0
2013-12-03,707408283.0
2013-12-04,707408283.0
2013-12-05,707408283.0
2013-12-06,707408283.0
2013-12-07,707408283.0
2013-12-08,707408283.0
2013-12-09,707408283.0
2013-12-10,908350862.0
2013-12-11,908350862.0
2013-12-12,908350862.0
2013-12-13,908350862.0
2013-12-14,908350862.0
2013-12-15,908350862.0
2013-12-16,908350862.0
2013-12-17,908350862.0
2013-12-18,908350862.0
2013-12-19,908350862.0
2013-12-20,908350862.0
2013-12-21,1180923195.0
2013-12-22,1180923195.0
2013-12-23,1180923195.0
