date,sma30,sma60,hashribbons
2019-11-09,93367967.12,92842077.58,Up
2019-11-10,93504270.32,92949346.94,Up
2019-11-11,93820170.14,93130578.43,Up
2019-11-12,93604844.63,93186786.88,Up
2019-11-13,93540400.79,93082526.62,Up
2019-11-14,93804599.05,93415389.43,Up
2019-11-15,94052493.77,93474705.26,Up
2019-11-16,93938735.18,93576406.44,Up
2019-11-17,93735894.32,93485202.42,Up
2019-11-18,93625954.62,93502594.96,Up
2019-11-19,93577336.97,93564203.32,Up
2019-11-20,93143124.68,93425347.62,Down
2019-11-21,92407283.18,93243449.93,Down
2019-11-22,91601048.86,93539175.76,Down
2019-11-23,92302631.4,93851974.66,Down
2019-11-24,91987915.13,93723192.83,Down
2019-11-25,91498844.43,93360544.84,Down
2019-11-26,91512456.07,93276400.78,Down
2019-11-27,91460461.57,93089546.93,Down
2019-11-28,91947076.43,93403800.36,Down
2019-11-29,91830591.62,93491276.83,Down
2019-11-30,91544512.94,93333839.06,Down
2019-12-01,91583266.07,93263272.46,Down
2019-12-02,91660252.18,93267767.73,Down
2019-12-03,91925948.66,93411991.99,Down
2019-12-04,92521237.49,93536664.47,Down
2019-12-05,92366403.06,93517540.86,Down
2019-12-06,92465602.78,93425883.49,Down
2019-12-07,92722990.16,93366910.36,Down
2019-12-08,93182995.67,93486975.2,Down
2019-12-09,93305766.56,93336866.84,Down
2019-12-10,92964839.87,93234555.09,Down
2019-12-11,92598677.94,93209424.04,Down
2019-12-12,92591087.65,93097966.14,Down
2019-12-13,92988901.19,93264650.99,Down
2019-12-14,92648754.14,93226676.59,Down
2019-12-15,91964355.72,93008424.74,Down
2019-12-16,92194851.35,93066793.26,Down
2019-12-17,91957491.31,92846692.81,Down
2019-12-18,91865852.26,92745903.44,Down
2019-12-19,92122180.75,92849758.86,Down
2019-12-20,92476349.57,92809737.12,Down
2019-12-21,93345721.05,92876502.12,Up
2019-12-22,94134200.73,92867624.79,Up
2019-12-23,93483458.56,92893044.98,Up
2019-12-24,93349373.83,92668644.48,Up
2019-12-25,93408637.52,92453740.98,Up
2019-12-26,94369173.01,92940814.54,Up
2019-12-27,94492232.85,92976347.21,Up
2019-12-28,94185193.98,93066135.21,Up
2019-12-29,94587303.48,93208947.55,Up
2019-12-30,95440395.96,93492454.45,Up
2019-12-31,95563455.8,93573360.93,Up
2020-01-01,96210750.17,93935501.18,Up
2020-01-02,96038184.68,93982066.67,Up
2020-01-03,96312360.11,94416798.8,Up
2020-01-04,97041551.24,94703977.15,Up
2020-01-05,97674627.53,95070115.16,Up
2020-01-06,97454121.54,95088555.85,Up
2020-01-07,98320427.92,95751711.79,Up
2020-01-08,98409334.2,95857550.38,Up
2020-01-09,98841211.11,95903025.49,Up
2020-01-10,99431563.04,96015120.49,Up
2020-01-11,100320683.84,96455885.75,Up
2020-01-12,100530024.33,96759462.76,Up
2020-01-13,100577784.19,96613269.16,Up
2020-01-14,101260332.54,96612344.13,Up
2020-01-15,101607587.43,96901219.39,Up
2020-01-16,102492111.59,97224801.45,Up
2020-01-17,103525995.05,97695923.65,Up
2020-01-18,103403287.33,97762734.04,Up
2020-01-19,103728847.44,98102598.5,Up
2020-01-20,103674257.98,98509989.51,Up
2020-01-21,103794344.64,98964272.68,Up
2020-01-22,104545739.35,99014598.96,Up
2020-01-23,105756794.63,99553084.23,Up
2020-01-24,106732090.08,100070363.8,Up
2020-01-25,107164418.93,100766795.97,Up
2020-01-26,107554602.31,101023417.58,Up
2020-01-27,107516177.92,100850685.95,Up
2020-01-28,107773606.24,101180454.86,Up
2020-01-29,108312315.31,101876355.64,Up
2020-01-30,109199089.17,102381272.49,Up
2020-01-31,109125118.3,102667934.24,Up
2020-02-01,109770941.57,102904563.12,Up
2020-02-02,109571533.26,102941946.69,Up
2020-02-03,109523126.99,103282339.11,Up
2020-02-04,109179004.83,103426816.18,Up
2020-02-05,110167036.06,103810578.8,Up
2020-02-06,109602555.07,103961491.5,Up
2020-02-07,109917984.05,104163659.12,Up
2020-02-08,109890442.39,104365826.75,Up
2020-02-09,110404602.91,104918082.97,Up
2020-02-10,109804206.1,105062444.97,Up
2020-02-11,110158664.92,105344344.63,Up
2020-02-12,110547087.4,105562435.79,Up
2020-02-13,110851060.45,106055696.49,Up
2020-02-14,110631637.96,106119612.69,Up
2020-02-15,110396666.56,106444389.07,Up
2020-02-16,110161695.16,106843845.11,Up
2020-02-17,110974223.72,107188755.53,Up
2020-02-18,111165702.27,107447274.85,Up
2020-02-19,111076361.79,107375309.88,Up
2020-02-20,110576120.28,107185232.46,Up
2020-02-21,110723735.78,107634737.56,Up
2020-02-22,110643330.96,108200062.8,Up
2020-02-23,110579751.58,108655920.83,Up
2020-02-24,110196596.22,108680507.58,Up
2020-02-25,110395481.64,108975041.98,Up
2020-02-26,110726997.47,109121587.69,Up
2020-02-27,110916206.46,109344906.35,Up
2020-02-28,110870400.93,109591358.12,Up
2020-02-29,110439528.11,109819308.64,Up
2020-03-01,111291339.15,110208228.73,Up
2020-03-02,111245223.2,110508082.38,Up
2020-03-03,111506774.79,110539154.03,Up
2020-03-04,111999456.43,110761291.71,Up
2020-03-05,112799529.68,110989267.25,Up
2020-03-06,112702365.75,111434700.9,Up
2020-03-07,113271584.88,111437069.98,Up
2020-03-08,113763956.1,111840970.08,Up
2020-03-09,114206473.92,112048458.16,Up
2020-03-10,113906013.17,112155308.04,Up
2020-03-11,114043435.36,111923820.73,Up
2020-03-12,114378085.41,112268375.17,Up
2020-03-13,114148552.54,112347819.97,Up
2020-03-14,114027065.8,112439063.12,Up
2020-03-15,113813290.56,112222464.26,Up
2020-03-16,113419187.63,111907927.09,Up
2020-03-17,113134798.07,111648246.62,Up
2020-03-18,111833140.15,111403681.94,Up
2020-03-19,110903808.32,111034755.29,Down
2020-03-20,110261183.05,110668772.42,Down
2020-03-21,110416399.4,110496259.84,Down
2020-03-22,109932590.05,110328162.91,Down
2020-03-23,109191922.13,109917626.55,Down
2020-03-24,109154387.67,109867069.63,Down
2020-03-25,108045480.55,109121038.39,Down
2020-03-26,108073185.96,109234333.8,Down
2020-03-27,108156402.6,109441700.04,Down
2020-03-28,107496274.2,109206240.33,Down
2020-03-29,106922715.13,108896558.03,Down
2020-03-30,106744520.5,108592024.3,Down
2020-03-31,105867809.71,108579574.43,Down
2020-04-01,105571314.59,108408268.9,Down
2020-04-02,105172171.65,108339473.22,Down
2020-04-03,103929644.62,107964550.53,Down
2020-04-04,103366094.85,108082812.27,Down
2020-04-05,103422797.9,108062581.82,Down
2020-04-06,102344677.71,107808131.29,Down
2020-04-07,102163022.66,107963489.38,Down
2020-04-08,101600310.7,107903392.31,Down
2020-04-09,101734788.58,107820400.87,Down
2020-04-10,102445284.11,108244359.73,Down
2020-04-11,102180539.67,108279312.54,Down
2020-04-12,102482632.71,108315592.63,Down
2020-04-13,103141339.08,108584202.44,Down
2020-04-14,103973750.82,108893520.69,Down
2020-04-15,104830545.8,109124866.71,Down
2020-04-16,105211878.77,109173338.42,Down
2020-04-17,105565716.12,108699428.14,Down
2020-04-18,106483435.57,108693621.94,Down
2020-04-19,107199998.87,108730590.96,Down
2020-04-20,107724586.2,109070492.8,Down
2020-04-21,108109173.86,109020881.96,Down
2020-04-22,108501314.93,108846618.53,Down
2020-04-23,108635769.06,108895078.36,Down
2020-04-24,109920244.2,108982862.38,Up
2020-04-25,109788693.05,108930939.5,Up
2020-04-26,109838227.91,108997315.26,Up
2020-04-27,110454600.84,108975437.52,Up
2020-04-28,111045890.13,108984302.63,Up
2020-04-29,111491399.45,109117959.97,Up
2020-04-30,111395834.34,108631822.03,Up
2020-05-01,111597250.08,108584282.33,Up
2020-05-02,111983771.23,108577971.44,Up
2020-05-03,113383281.71,108656463.17,Up
2020-05-04,113942026.45,108654060.65,Up
2020-05-05,114118750.54,108770774.22,Up
2020-05-06,115277558.69,108811118.2,Up
2020-05-07,115327439.07,108745230.86,Up
2020-05-08,115541371.65,108570841.18,Up
2020-05-09,115415622.65,108575205.62,Up
2020-05-10,115977742.04,109211513.07,Up
2020-05-11,116290478.86,109235509.26,Up
2020-05-12,116455971.21,109469301.96,Up
2020-05-13,115462048.31,109301693.7,Up
2020-05-14,114407846.09,109190798.46,Up
2020-05-15,113622804.54,109226675.17,Up
2020-05-16,113230197.44,109221038.11,Up
2020-05-17,112855478.41,109210597.26,Up
2020-05-18,112418709.95,109451072.76,Up
2020-05-19,111781325.41,109490662.14,Up
2020-05-20,110746676.68,109235631.44,Up
2020-05-21,110164676.81,109136925.34,Up
2020-05-22,109484871.22,108993093.08,Up
2020-05-23,108714856.68,108675312.87,Up
2020-05-24,107816703.27,108868473.73,Down
2020-05-25,107355853.76,108572273.4,Down
2020-05-26,106843476.74,108340852.32,Down
2020-05-27,106576499.43,108515550.14,Down
2020-05-28,105790167.82,108418028.97,Down
2020-05-29,105141493.38,108316446.41,Down
2020-05-30,105484687.59,108440260.96,Down
2020-05-31,105518716.76,108557983.42,Down
2020-06-01,104966298.55,108475034.89,Down
2020-06-02,103759588.36,108571435.04,Down
2020-06-03,103068153.22,108505089.83,Down
2020-06-04,102467765.56,108293258.05,Down
2020-06-05,102431229.63,108854394.16,Down
2020-06-06,102968323.1,109147881.08,Down
2020-06-07,102930353.33,109235862.49,Down
2020-06-08,102987333.27,109201477.96,Down
2020-06-09,102091486.38,109034614.21,Down
2020-06-10,101633573.56,108962026.21,Down
2020-06-11,101947051.9,109201511.55,Down
2020-06-12,102480445.25,108971246.78,Down
2020-06-13,103033494.5,108720670.3,Down
2020-06-14,103566055.4,108594429.97,Down
2020-06-15,103343782.31,108286989.87,Down
2020-06-16,104184660.86,108520069.63,Down
2020-06-17,104378331.01,108398520.48,Down
2020-06-18,104526584.74,108153955.08,Down
2020-06-19,105375762.75,108061219.72,Down
2020-06-20,105673073.75,107918875.28,Down
2020-06-21,106707461.39,108096166.31,Down
2020-06-22,107462711.65,108088784.17,Down
2020-06-23,108685545.49,108251124.38,Up
2020-06-24,109185670.65,108270762.2,Up
2020-06-25,109763190.62,108303333.68,Up
2020-06-26,110591112.01,108583805.72,Up
2020-06-27,110914578.47,108352373.15,Up
2020-06-28,111652245.99,108396869.69,Up
2020-06-29,111531703.85,108508195.72,Up
2020-06-30,111613940.97,108566328.87,Up
2020-07-01,112489745.52,108728022.04,Up
2020-07-02,113543278.63,108651433.5,Up
2020-07-03,114319818.41,108693985.81,Up
2020-07-04,114815446.62,108641606.09,Up
2020-07-05,115005565.92,108718397.77,Up
2020-07-06,114573465.18,108770894.14,Up
2020-07-07,115166367.92,109048360.63,Up
2020-07-08,115429460.86,109208397.07,Up
2020-07-09,116078072.74,109084779.56,Up
2020-07-10,116557202.32,109095387.94,Up
2020-07-11,116427711.7,109187381.8,Up
2020-07-12,116694204.61,109587324.93,Up
2020-07-13,117148134.13,110090814.32,Up
2020-07-14,117418751.51,110492403.45,Up
2020-07-15,118245062.71,110794422.51,Up
2020-07-16,118591196.93,111387928.89,Up
2020-07-17,118373345.4,111375838.2,Up
2020-07-18,118892734.55,111709659.64,Up
2020-07-19,118917756.82,112146759.78,Up
2020-07-20,119387135.8,112530104.77,Up
2020-07-21,119161237.32,112934349.36,Up
2020-07-22,119559910.71,113511311.18,Up
2020-07-23,119336313.0,114010929.24,Up
2020-07-24,120328228.92,114756949.78,Up
2020-07-25,120721728.44,115242459.53,Up
2020-07-26,120973530.6,115782321.3,Up
2020-07-27,121633479.95,116274029.21,Up
2020-07-28,121758061.82,116705153.9,Up
2020-07-29,122097170.69,116814437.27,Up
2020-07-30,122021088.25,116817514.61,Up
2020-07-31,122055278.45,117272511.99,Up
2020-08-01,121590494.49,117566886.56,Up
2020-08-02,121263531.37,117791674.89,Up
2020-08-03,121679743.57,118247595.09,Up
2020-08-04,121464446.69,118235006.3,Up
2020-08-05,121037876.15,117805670.67,Up
2020-08-06,121181970.62,118174169.27,Up
2020-08-07,121475944.76,118452702.81,Up
2020-08-08,121150743.6,118614408.17,Up
2020-08-09,121294838.08,118926020.2,Up
2020-08-10,121045602.63,118736657.17,Up
2020-08-11,121394834.66,119044519.63,Up
2020-08-12,121754651.2,119451392.67,Up
2020-08-13,121743897.72,119581324.61,Up
2020-08-14,122467251.81,120356157.26,Up
2020-08-15,122939181.43,120765189.18,Up
2020-08-16,123816143.47,121094744.44,Up
2020-08-17,123589964.95,121241349.75,Up
2020-08-18,123756283.96,121337020.39,Up
2020-08-19,123579013.71,121483074.75,Up
2020-08-20,124086283.04,121623760.18,Up
2020-08-21,124300190.84,121930050.77,Up
2020-08-22,124210467.23,121773390.11,Up
2020-08-23,123991919.68,122160074.3,Up
2020-08-24,124196936.54,122459332.49,Up
2020-08-25,123379638.71,122176584.65,Up
2020-08-26,123241548.26,122437514.1,Up
2020-08-27,122946740.96,122352401.39,Up
2020-08-28,123557371.55,122827271.12,Up
2020-08-29,124036323.64,123028705.94,Up
2020-08-30,123459996.34,122757637.4,Up
2020-08-31,123999490.32,122794992.41,Up
2020-09-01,124543693.07,122903612.22,Up
2020-09-02,124210710.51,122945227.04,Up
2020-09-03,123915903.21,122690174.95,Up
2020-09-04,124242323.39,122640099.77,Up
2020-09-05,123989558.95,122585764.78,Up
2020-09-06,124110304.51,122793124.63,Up
2020-09-07,125203134.25,123176938.93,Up
2020-09-08,125303234.24,123299036.16,Up
2020-09-09,125754982.26,123400292.45,Up
2020-09-10,125971563.43,123683199.05,Up
2020-09-11,125529047.14,123641849.17,Up
2020-09-12,126287116.62,124015507.17,Up
2020-09-13,126253593.1,124360422.46,Up
2020-09-14,126931373.49,124935277.46,Up
2020-09-15,127146635.04,125481389.25,Up
2020-09-16,128091385.95,125840675.45,Up
2020-09-17,129275973.86,126516128.91,Up
2020-09-18,130143074.92,126861044.32,Up
2020-09-19,130325635.11,127205959.07,Up
2020-09-20,130494635.51,127397413.18,Up
2020-09-21,131316054.74,127763260.98,Up
2020-09-22,131035665.14,127513792.41,Up
2020-09-23,131293875.85,127745406.2,Up
2020-09-24,131954500.18,127667069.44,Up
2020-09-25,133231957.87,128236753.07,Up
2020-09-26,134279547.72,128613144.34,Up
2020-09-27,134401959.11,128979665.33,Up
2020-09-28,134282859.42,129159591.53,Up
2020-09-29,135100595.74,129280296.04,Up
2020-09-30,135729244.14,129864367.23,Up
2020-10-01,135217371.64,129880532.36,Up
2020-10-02,135380491.37,129795600.94,Up
2020-10-03,136460085.78,130187994.49,Up
2020-10-04,137585360.75,130913842.07,Up
2020-10-05,137959936.23,130974747.59,Up
2020-10-06,137752896.9,130931600.7,Up
2020-10-07,137524458.18,131363796.22,Up
2020-10-08,138249665.51,131776449.88,Up
2020-10-09,138507785.6,132131383.93,Up
2020-10-10,138539200.52,132255381.98,Up
2020-10-11,139049533.62,132289290.38,Up
2020-10-12,138927901.48,132607509.05,Up
2020-10-13,139579819.9,132916706.5,Up
2020-10-14,139285732.91,133108553.2,Up
2020-10-15,139630449.62,133388542.33,Up
2020-10-16,140131817.21,134111601.58,Up
2020-10-17,140102105.82,134689039.84,Up
2020-10-18,139335889.42,134739482.17,Up
2020-10-19,139195231.44,134760433.28,Up
2020-10-20,139444968.85,134969802.18,Up
2020-10-21,139111957.27,135214006.0,Up
2020-10-22,139522968.99,135279317.06,Up
2020-10-23,139319106.85,135306491.35,Up
2020-10-24,139971118.59,135962809.38,Up
2020-10-25,138439232.63,135835595.25,Up
2020-10-26,137283482.95,135781515.33,Up
2020-10-27,135699230.72,135050594.91,Up
2020-10-28,134884219.13,134583539.27,Up
2020-10-29,133950238.94,134525417.34,Down
2020-10-30,132635597.67,134182420.9,Down
2020-10-31,132411373.82,133814372.73,Down
2020-11-01,132200724.44,133790607.91,Down
2020-11-02,130515933.71,133488009.75,Down
2020-11-03,129580819.5,133583090.13,Down
2020-11-04,129527007.73,133743471.98,Down
2020-11-05,129459156.97,133606026.93,Down
2020-11-06,128886692.04,133205575.11,Down
2020-11-07,127767756.45,133008710.98,Down
2020-11-08,127065822.93,132786804.26,Down
2020-11-09,127639334.88,133089267.7,Down
2020-11-10,127251713.09,133150623.35,Down
2020-11-11,126576297.35,132752099.42,Down
2020-11-12,125718898.37,132649359.14,Down
2020-11-13,124820942.64,132053337.77,Down
2020-11-14,123942485.18,131786467.4,Down
2020-11-15,123158659.33,131645238.27,Down
2020-11-16,122596741.15,131349423.48,Down
2020-11-17,123198264.33,131267076.87,Down
2020-11-18,123984005.36,131589618.4,Down
2020-11-19,123207109.02,131326038.93,Down
2020-11-20,123798013.18,131454985.22,Down
2020-11-21,124186125.03,131854547.01,Down
2020-11-22,124918841.76,132118974.31,Down
2020-11-23,124168439.86,132069779.23,Down
2020-11-24,124257051.13,131348141.88,Down
2020-11-25,125131615.84,131207549.39,Down
2020-11-26,126224883.7,130962057.21,Down
2020-11-27,127401648.01,131142933.57,Down
2020-11-28,128313326.2,131131782.57,Down
2020-11-29,129161510.54,130898554.1,Down
2020-11-30,129004193.3,130707783.56,Down
2020-12-01,129687246.41,130943985.42,Down
2020-12-02,130697757.35,130606845.53,Up
2020-12-03,131563681.71,130572250.61,Up
2020-12-04,131711774.11,130619390.92,Up
2020-12-05,132193676.53,130826416.75,Up
2020-12-06,132254725.31,130570708.68,Up
2020-12-07,132954906.7,130361331.58,Up
2020-12-08,133687166.63,130376494.78,Up
2020-12-09,132953286.11,130296310.5,Up
2020-12-10,132990778.44,130121245.76,Up
2020-12-11,133282219.4,129929258.37,Up
2020-12-12,133021571.36,129370234.87,Up
2020-12-13,134099674.25,129460308.44,Up
2020-12-14,134635401.38,129288943.28,Up
2020-12-15,134793905.32,128976282.32,Up
2020-12-16,134693313.6,128645027.37,Up
2020-12-17,134106324.75,128652294.54,Up
2020-12-18,134035665.06,129009835.21,Up
2020-12-19,134928999.82,129068054.42,Up
2020-12-20,134701878.35,129249945.76,Up
2020-12-21,133981549.25,129083837.14,Up
2020-12-22,133331986.37,129125414.07,Up
2020-12-23,133809994.03,128989216.95,Up
2020-12-24,133742514.48,128999782.81,Up
2020-12-25,133677891.31,129404753.58,Up
2020-12-26,133542501.95,129883692.83,Up
2020-12-27,133630315.61,130515981.81,Up
2020-12-28,134071125.61,131192225.9,Up
2020-12-29,134229464.61,131695487.57,Up
2020-12-30,135943427.52,132473810.41,Up
2020-12-31,136234472.75,132960859.58,Up
2021-01-01,136668198.32,133682977.83,Up
2021-01-02,136338230.26,133950955.98,Up
2021-01-03,136636666.56,134174220.33,Up
2021-01-04,137397398.26,134795537.39,Up
2021-01-05,137918963.5,135086844.41,Up
2021-01-06,138612512.5,135783709.6,Up
2021-01-07,139219145.75,136453156.19,Up
2021-01-08,139368103.0,136160694.55,Up
2021-01-09,139718340.32,136354559.38,Up
2021-01-10,140767048.32,137024633.86,Up
2021-01-11,141835484.39,137428527.88,Up
2021-01-12,141944457.01,138022065.63,Up
2021-01-13,142648939.63,138642170.5,Up
2021-01-14,143337372.0,139065638.66,Up
2021-01-15,144206167.87,139449740.74,Up
2021-01-16,145234903.24,139670613.99,Up
2021-01-17,144919359.3,139477512.18,Up
2021-01-18,144982638.86,139955819.34,Up
2021-01-19,145399061.58,140050469.97,Up
2021-01-20,146006360.46,139993954.86,Up
2021-01-21,145987342.7,139659664.54,Up
2021-01-22,146037782.09,139923888.06,Up
2021-01-23,147501741.37,140622127.93,Up
2021-01-24,147843029.82,140760460.56,Up
2021-01-25,148435379.48,140988940.72,Up
2021-01-26,149412494.27,141521404.94,Up
2021-01-27,149381021.93,141726073.77,Up
2021-01-28,149699621.47,141964543.04,Up
2021-01-29,149643360.59,142793394.06,Up
2021-01-30,149219941.39,142727207.07,Up
2021-01-31,149596495.24,143132346.78,Up
2021-02-01,149048790.23,142693510.25,Up
2021-02-02,149458509.84,143047588.2,Up
2021-02-03,149302419.71,143349908.99,Up
2021-02-04,149984492.44,143951727.97,Up
2021-02-05,150360714.33,144486613.42,Up
2021-02-06,150822109.16,145020627.45,Up
2021-02-07,151801444.54,145584773.77,Up
2021-02-08,153078293.98,146398317.15,Up
2021-02-09,152727901.42,146747474.86,Up
2021-02-10,152548242.23,147191863.31,Up
2021-02-11,152076225.25,147010341.13,Up
2021-02-12,151929342.38,147289141.01,Up
2021-02-13,152485947.75,147911659.88,Up
2021-02-14,152449726.8,148327947.34,Up
2021-02-15,152828747.26,149031825.25,Up
2021-02-16,152584794.59,148752076.94,Up
2021-02-17,152534870.53,148758754.69,Up
2021-02-18,152312842.79,148855952.19,Up
2021-02-19,152939941.86,149473151.16,Up
2021-02-20,153790595.18,149888968.94,Up
2021-02-21,154051502.93,150044642.51,Up
2021-02-22,153477139.9,150489440.64,Up
2021-02-23,153252605.71,150547817.77,Up
2021-02-24,154145473.58,151290426.53,Up
2021-02-25,154205749.8,151809122.03,Up
2021-02-26,154309666.36,151845344.14,Up
2021-02-27,154958016.14,152328818.8,Up
2021-02-28,154428908.2,152036134.4,Up
2021-03-01,154415879.67,151817910.53,Up
2021-03-02,154594775.03,152095635.14,Up
2021-03-03,155960263.63,152504526.93,Up
2021-03-04,155288659.67,152373584.76,Up
2021-03-05,155476508.85,152389464.28,Up
2021-03-06,155361936.57,152673214.5,Up
2021-03-07,154719467.45,152540090.89,Up
2021-03-08,154589062.51,152705585.83,Up
2021-03-09,154024011.04,152912727.79,Up
2021-03-10,153565717.54,153322005.76,Up
2021-03-11,153178066.98,152952984.2,Up
2021-03-12,153430136.22,152989189.23,Up
2021-03-13,153930663.4,153003444.32,Up
2021-03-14,154467029.57,153198185.98,Up
2021-03-15,154150781.03,153318364.39,Up
2021-03-16,154189725.33,153319726.07,Up
2021-03-17,153624581.8,153226664.53,Up
2021-03-18,154729104.75,153656949.67,Up
2021-03-19,155109804.97,153822337.75,Up
2021-03-20,155823617.39,154068230.09,Up
2021-03-21,156033939.29,154486940.58,Up
2021-03-22,156249309.96,155019952.57,Up
2021-03-23,157006980.35,155529241.64,Up
2021-03-24,157726544.62,155601842.26,Up
2021-03-25,158734554.24,155993579.97,Up
2021-03-26,157938491.36,156041982.47,Up
2021-03-27,158083742.62,156144746.21,Up
2021-03-28,158840944.33,156575305.35,Up
2021-03-29,158660347.05,156809181.6,Up
2021-03-30,159234516.92,156831712.56,Up
2021-03-31,160243229.56,157329554.61,Up
2021-04-01,160349202.9,157471988.97,Up
2021-04-02,160238775.48,158099519.56,Up
2021-04-03,160653550.21,157971104.94,Up
2021-04-04,160887470.34,158181989.6,Up
2021-04-05,161462153.58,158412045.07,Up
2021-04-06,161794123.33,158256795.39,Up
2021-04-07,162304639.48,158446850.99,Up
2021-04-08,162466459.75,158245235.39,Up
2021-04-09,162998521.13,158282119.34,Up
2021-04-10,164326457.02,158752262.0,Up
2021-04-11,164554605.72,158992370.97,Up
2021-04-12,164993195.41,159461929.41,Up
2021-04-13,164857547.38,159662288.48,Up
2021-04-14,164773386.63,159462083.83,Up
2021-04-15,166098744.83,160144235.08,Up
2021-04-16,165290088.54,159457335.17,Up
2021-04-17,163443885.68,159086495.22,Up
2021-04-18,163007210.15,159058507.56,Up
2021-04-19,161217899.38,158520758.39,Up
2021-04-20,160567467.98,158300703.64,Up
2021-04-21,159043153.72,157646231.84,Up
2021-04-22,158797698.49,157902339.42,Up
2021-04-23,158565721.64,158146133.13,Up
2021-04-24,158652037.51,158693295.87,Down
2021-04-25,159234216.87,158586354.11,Up
2021-04-26,157928033.4,158005888.01,Down
2021-04-27,157715965.44,158278454.89,Down
2021-04-28,157793748.93,158227047.99,Down
2021-04-29,157271178.42,158252847.67,Down
2021-04-30,157248799.97,158746014.76,Down
2021-05-01,157269096.98,158809149.94,Down
2021-05-02,158225540.05,159232157.77,Down
2021-05-03,159247518.77,159950534.49,Down
2021-05-04,159831009.41,160359239.88,Down
2021-05-05,159211533.63,160336843.61,Down
2021-05-06,159496062.75,160645093.04,Down
2021-05-07,159350483.61,160827561.54,Down
2021-05-08,160052551.18,161259505.46,Down
2021-05-09,160576753.38,161787637.26,Down
2021-05-10,160704366.6,162515411.81,Down
2021-05-11,161018854.84,162786730.28,Down
2021-05-12,161371681.99,163182438.7,Down
2021-05-13,162160868.87,163509208.12,Down
2021-05-14,162546413.43,163659900.03,Down
2021-05-15,161030374.28,163564559.55,Down
2021-05-16,162483889.77,163886989.15,Down
2021-05-17,163949787.14,163696836.41,Up
2021-05-18,163254643.78,163130926.96,Up
2021-05-19,164652096.84,162934998.11,Up
2021-05-20,164298678.35,162433073.17,Up
2021-05-21,164917295.33,161980224.52,Up
2021-05-22,164143752.52,161470725.51,Up
2021-05-23,163807320.93,161186521.28,Up
2021-05-24,163370649.58,161011343.54,Up
2021-05-25,162965773.67,161099995.27,Up
2021-05-26,163574435.46,160751234.43,Up
2021-05-27,162881470.47,160298717.96,Up
2021-05-28,162271510.0,160032629.46,Up
2021-05-29,162318553.89,159794866.15,Up
2021-05-30,161681408.52,159465104.25,Up
2021-05-31,161325110.06,159297103.52,Up
2021-06-01,159959968.76,159092754.4,Up
2021-06-02,159705050.48,159476284.62,Up
2021-06-03,158650886.74,159240948.08,Down
2021-06-04,157858279.55,158534906.59,Down
2021-06-05,156621734.78,158058898.77,Down
2021-06-06,155979541.3,157665012.45,Down
2021-06-07,154778600.08,157415575.63,Down
2021-06-08,153623443.66,157100098.52,Down
2021-06-09,151871027.11,156287696.85,Down
2021-06-10,150112792.67,155565823.75,Down
2021-06-11,147901166.64,154636424.32,Down
2021-06-12,146271518.32,154216193.6,Down
2021-06-13,145258460.98,153902437.21,Down
2021-06-14,144612573.47,152821473.87,Down
2021-06-15,143461050.39,152972470.08,Down
2021-06-16,142501821.64,153225804.39,Down
2021-06-17,142645341.97,152949992.88,Down
2021-06-18,141553132.98,153102614.91,Down
2021-06-19,140306848.24,152302763.3,Down
2021-06-20,139209625.66,152063460.49,Down
2021-06-21,137863389.52,151003571.02,Down
2021-06-22,135930243.2,149868782.06,Down
2021-06-23,134036869.27,148703759.43,Down
2021-06-24,132400117.36,147682945.51,Down
2021-06-25,130970011.79,147272223.62,Down
2021-06-26,129053812.4,145967641.44,Down
2021-06-27,126030715.26,144151112.63,Down
2021-06-28,124122989.27,143220771.58,Down
2021-06-29,122066772.4,141874090.46,Down
2021-06-30,120055752.7,140690431.38,Down
2021-07-01,118274087.28,139117028.02,Down
2021-07-02,115457218.24,137581134.36,Down
2021-07-03,113574462.06,136112674.4,Down
2021-07-04,111742630.75,134800455.15,Down
2021-07-05,110315393.73,133468564.26,Down
2021-07-06,108463503.99,132221522.65,Down
2021-07-07,106752317.44,130765458.76,Down
2021-07-08,104863905.04,129243674.35,Down
2021-07-09,103587249.71,127729138.41,Down
2021-07-10,103303594.55,126708193.61,Down
2021-07-11,102616543.11,125258854.87,Down
2021-07-12,101011631.79,123641575.06,Down
2021-07-13,99700141.03,122479301.01,Down
2021-07-14,99287193.82,121949883.64,Down
2021-07-15,98006776.03,120733913.21,Down
2021-07-16,97514181.31,120008001.47,Down
2021-07-17,96614634.86,119629988.42,Down
2021-07-18,95781470.01,118667301.5,Down
2021-07-19,96230956.16,118268902.2,Down
2021-07-20,95526915.29,117368270.47,Down
2021-07-21,95343953.49,116603671.5,Down
2021-07-22,95804640.02,115867441.61,Down
2021-07-23,95527237.38,114782053.33,Down
2021-07-24,95548176.07,113974146.72,Down
2021-07-25,95381315.12,113175663.45,Down
2021-07-26,95840092.41,112446952.41,Down
2021-07-27,97775875.18,111903295.22,Down
2021-07-28,98426270.59,111274629.93,Down
2021-07-29,99078575.19,110572673.8,Down
2021-07-30,99932871.11,109994311.9,Down
2021-07-31,100517792.65,109395939.96,Down
2021-08-01,101244392.74,108350805.49,Down
2021-08-02,101435301.25,107504881.65,Down
2021-08-03,102757844.45,107250237.6,Down
2021-08-04,102883109.07,106599251.4,Down
